Family.ID	Desc	Aflo	Amel	Bimp	Bter	Ccal	Dnov	Emex	Hlab	Lalb	Mqua	Mrot
ORTHOMCL985	null	1	1	4	4	1	1	1	1	1	1	1
ORTHOMCL986	null	2	2	1	2	2	1	2	1	1	2	1
ORTHOMCL991	null	1	1	4	4	1	1	1	1	1	1	1
ORTHOMCL997	null	2	1	2	2	2	1	2	1	1	1	2
ORTHOMCL1003	null	2	1	1	1	2	2	2	1	1	1	3
ORTHOMCL1004	null	2	1	2	2	1	1	2	3	1	1	1
ORTHOMCL1005	null	2	1	1	1	2	1	1	2	2	3	1
ORTHOMCL1007	null	1	1	1	1	2	1	2	1	1	1	5
ORTHOMCL1012	null	1	1	4	4	1	1	1	1	1	1	1
ORTHOMCL1013	null	1	1	1	1	1	1	1	2	2	1	5
ORTHOMCL1016	null	2	1	2	2	1	2	1	1	2	1	2
ORTHOMCL1023	null	2	1	1	2	2	2	1	2	1	2	1
ORTHOMCL1027	null	2	2	2	2	2	1	1	1	1	1	2
ORTHOMCL1036	null	1	1	3	3	1	1	1	2	1	1	2
ORTHOMCL1044	null	1	1	4	2	1	1	5	1	1	0	0
ORTHOMCL1047	null	1	1	2	1	1	1	1	1	3	4	1
ORTHOMCL1053	null	2	1	2	2	1	1	2	3	1	1	1
ORTHOMCL1062	null	2	2	1	2	2	1	1	1	2	1	2
ORTHOMCL1063	null	2	1	1	2	2	1	2	2	1	1	2
ORTHOMCL1067	null	1	1	2	3	1	1	1	2	1	1	3
ORTHOMCL1078	null	1	1	3	5	1	1	1	1	1	1	1
ORTHOMCL1166	null	2	1	1	2	1	2	1	1	1	2	2
ORTHOMCL1182	null	1	1	3	4	1	1	1	1	1	1	1
ORTHOMCL1188	null	3	1	1	1	2	1	1	1	1	1	3
ORTHOMCL1197	null	1	1	3	3	1	1	1	1	1	1	2
ORTHOMCL1209	null	2	1	2	1	2	1	1	1	2	2	1
ORTHOMCL1218	null	1	1	1	5	2	1	1	1	1	1	1
ORTHOMCL1227	null	1	1	3	2	2	1	2	1	1	1	1
ORTHOMCL1228	null	1	1	1	1	5	1	1	1	1	1	2
ORTHOMCL1261	null	2	1	2	2	2	1	1	2	1	1	1
ORTHOMCL1270	null	2	1	1	1	6	0	1	1	1	1	1
ORTHOMCL1282	null	1	1	2	2	1	1	1	1	1	1	4
ORTHOMCL1284	null	1	1	1	1	3	1	2	2	1	1	2
ORTHOMCL1286	null	1	1	1	5	1	1	1	2	1	1	1
ORTHOMCL1292	null	3	1	1	1	1	1	2	1	1	2	2
ORTHOMCL1310	null	1	1	2	1	1	1	2	2	1	1	3
ORTHOMCL1311	null	1	2	1	2	2	1	2	1	2	1	1
ORTHOMCL1319	null	1	1	1	1	2	1	1	1	1	1	5
ORTHOMCL1323	null	1	1	1	5	1	1	2	1	0	1	2
ORTHOMCL1332	null	1	1	2	1	3	1	1	1	2	1	2
ORTHOMCL1337	null	1	1	3	4	1	1	2	0	1	1	1
ORTHOMCL1345	null	1	1	1	1	1	1	1	1	2	1	5
ORTHOMCL1346	null	0	1	4	3	2	0	1	1	1	1	2
ORTHOMCL1356	null	4	1	1	1	1	1	1	1	1	1	2
ORTHOMCL1357	null	1	1	1	1	3	1	2	1	1	1	2
ORTHOMCL1358	null	1	1	3	3	1	1	1	1	1	1	1
ORTHOMCL1364	null	1	1	1	1	2	1	2	1	2	2	1
ORTHOMCL1365	null	2	1	1	1	2	1	3	1	1	1	1
ORTHOMCL1368	null	1	1	1	1	1	1	1	1	1	1	5
ORTHOMCL1370	null	1	1	2	2	2	1	2	1	1	1	1
ORTHOMCL1371	null	2	1	2	1	1	1	2	1	1	1	2
ORTHOMCL1390	null	1	1	1	1	1	1	4	1	1	2	1
ORTHOMCL1396	null	2	1	1	2	1	1	2	1	1	1	2
ORTHOMCL1404	null	3	1	1	1	1	1	1	1	1	2	2
ORTHOMCL1410	null	2	1	1	2	2	1	1	1	1	1	2
ORTHOMCL1433	null	1	1	1	2	3	1	1	1	1	1	2
ORTHOMCL1434	null	1	1	3	3	1	1	1	1	1	1	1
ORTHOMCL1435	null	3	1	2	2	1	1	1	1	1	1	1
ORTHOMCL1442	null	3	1	1	1	2	1	2	1	1	1	1
ORTHOMCL1454	null	1	1	1	1	1	2	1	1	4	1	1
ORTHOMCL1463	null	1	1	1	1	3	1	1	1	1	1	3
ORTHOMCL1465	null	1	1	2	1	1	1	1	1	1	1	4
ORTHOMCL1469	null	1	1	2	1	2	1	3	1	1	1	1
ORTHOMCL1471	null	1	1	1	4	1	1	1	2	1	1	1
ORTHOMCL1475	null	2	1	1	1	0	4	1	1	1	1	2
ORTHOMCL1482	null	1	1	2	2	1	1	1	1	1	1	3
ORTHOMCL1483	null	1	1	3	1	1	1	3	1	1	1	1
ORTHOMCL1498	null	2	1	2	2	2	1	1	1	1	1	1
ORTHOMCL1508	null	1	1	2	2	2	1	1	1	1	1	2
ORTHOMCL1518	null	1	1	3	3	1	1	1	1	1	1	1
ORTHOMCL1525	null	1	1	3	4	1	1	1	1	0	1	1
ORTHOMCL1530	null	2	1	2	2	1	1	1	1	1	1	2
ORTHOMCL1534	null	1	1	1	1	1	1	1	1	1	1	5
ORTHOMCL1547	null	1	1	3	2	1	1	2	1	1	1	1
ORTHOMCL1561	null	3	1	2	2	1	1	1	1	1	1	1
ORTHOMCL1566	null	1	1	1	2	3	1	1	1	1	1	2
ORTHOMCL1568	null	1	1	1	1	2	2	2	1	1	1	2
ORTHOMCL1573	null	1	1	1	1	1	2	1	1	2	3	1
ORTHOMCL1578	null	1	1	1	1	2	1	2	1	1	1	3
ORTHOMCL1580	null	1	1	1	1	2	1	1	1	1	1	4
ORTHOMCL1597	null	1	1	2	2	1	1	2	1	1	1	2
ORTHOMCL1599	null	1	1	1	2	1	1	3	1	1	1	2
ORTHOMCL1605	null	1	1	2	1	3	1	2	1	1	1	1
ORTHOMCL1614	null	1	1	2	2	1	1	1	2	1	1	2
ORTHOMCL1627	null	1	1	1	1	3	2	1	1	1	1	2
ORTHOMCL1651	null	1	1	1	1	1	1	1	3	1	1	3
ORTHOMCL1666	null	1	1	2	3	1	1	1	1	1	1	2
ORTHOMCL1667	null	1	1	2	2	1	1	1	2	1	1	2
ORTHOMCL1675	null	1	1	4	2	1	1	1	1	1	1	1
ORTHOMCL1681	null	1	1	3	2	1	1	1	2	1	1	1
ORTHOMCL1685	null	1	1	2	3	1	1	1	1	1	1	2
ORTHOMCL1705	null	1	1	1	1	5	1	1	1	1	1	1
ORTHOMCL1712	null	1	1	1	5	1	1	1	1	1	1	1
ORTHOMCL1715	null	1	1	1	1	1	3	1	2	1	1	2
ORTHOMCL1729	null	1	1	2	3	1	1	1	1	1	1	1
ORTHOMCL1731	null	1	1	1	1	1	1	4	1	1	1	1
ORTHOMCL1740	null	1	1	1	1	4	1	1	1	1	1	1
ORTHOMCL1744	null	1	1	1	2	1	1	1	1	2	2	1
ORTHOMCL1758	null	2	1	1	2	2	1	1	1	1	1	1
ORTHOMCL1779	null	3	1	2	1	1	1	1	1	1	1	1
ORTHOMCL1786	null	3	1	1	1	1	1	1	1	1	1	2
ORTHOMCL1789	null	1	1	1	1	1	3	2	1	1	1	1
ORTHOMCL1790	null	1	1	2	2	1	1	1	1	1	1	2
ORTHOMCL1791	null	1	1	1	1	2	1	2	1	1	1	2
ORTHOMCL1805	null	1	1	1	1	3	1	2	1	1	1	1
ORTHOMCL1807	null	2	1	1	1	2	1	1	1	1	1	2
ORTHOMCL1810	null	1	1	1	1	2	0	2	4	1	1	0
ORTHOMCL1812	null	2	1	1	1	3	1	1	1	1	1	1
ORTHOMCL1822	null	1	1	1	1	3	1	1	1	1	2	1
ORTHOMCL1842	null	1	1	1	1	1	1	2	1	2	2	1
ORTHOMCL1850	null	1	1	2	1	1	2	1	1	1	1	2
ORTHOMCL1857	null	2	1	1	1	3	1	1	1	1	1	1
ORTHOMCL1862	null	1	1	1	1	4	1	1	1	1	1	1
ORTHOMCL1868	null	3	1	1	2	1	1	1	1	1	1	1
ORTHOMCL1871	null	3	1	1	1	1	1	2	1	1	1	1
ORTHOMCL1882	null	1	1	1	1	1	1	1	1	1	1	4
ORTHOMCL1893	null	1	1	1	1	2	1	1	1	1	1	3
ORTHOMCL1898	null	1	1	1	1	3	0	2	1	1	1	2
ORTHOMCL1918	null	1	1	2	2	1	1	1	2	1	1	1
ORTHOMCL1920	null	2	1	1	1	3	1	1	1	1	1	1
ORTHOMCL1925	null	2	1	1	1	1	1	1	1	1	1	3
ORTHOMCL1938	null	1	1	2	3	0	1	1	1	1	1	2
ORTHOMCL1952	null	1	1	2	1	2	1	2	1	1	1	1
ORTHOMCL1955	null	1	1	1	4	1	1	1	1	1	1	1
ORTHOMCL1964	null	1	1	1	2	1	3	1	1	1	1	1
ORTHOMCL1972	null	1	1	1	1	1	3	2	1	1	1	1
ORTHOMCL1975	null	1	1	1	2	3	1	1	1	1	1	1
ORTHOMCL1977	null	1	1	1	1	3	1	2	1	1	1	1
ORTHOMCL1980	null	1	1	1	1	4	1	1	0	1	2	1
ORTHOMCL1990	null	1	1	1	1	2	2	1	1	1	2	1
ORTHOMCL1992	null	2	1	2	2	1	1	1	1	1	1	1
ORTHOMCL1995	null	1	1	2	2	1	1	1	1	1	1	2
ORTHOMCL2003	null	1	1	2	2	2	1	1	1	1	1	1
ORTHOMCL2006	null	2	1	1	1	1	1	1	1	1	1	3
ORTHOMCL2015	null	1	1	1	1	4	1	1	1	1	1	1
ORTHOMCL2018	null	2	1	2	1	1	1	1	1	1	1	2
ORTHOMCL2026	null	2	1	2	1	1	1	2	1	1	1	1
ORTHOMCL2038	null	1	1	1	1	1	1	1	2	3	1	1
ORTHOMCL2047	null	1	1	2	2	1	1	2	1	1	1	1
ORTHOMCL2048	null	1	1	1	1	1	1	1	5	1	0	1
ORTHOMCL2051	null	1	1	2	2	1	1	1	1	1	1	2
ORTHOMCL2054	null	1	1	1	1	1	1	1	1	1	1	4
ORTHOMCL2062	null	1	1	1	2	1	1	1	1	1	1	3
ORTHOMCL2069	null	1	1	1	2	3	1	1	1	1	1	1
ORTHOMCL2073	null	2	1	1	2	1	1	1	1	1	1	2
ORTHOMCL2080	null	1	1	1	2	1	1	2	1	1	1	2
ORTHOMCL2089	null	1	1	3	1	2	1	1	1	1	1	1
ORTHOMCL2092	null	2	1	2	2	1	1	1	1	1	1	1
ORTHOMCL2098	null	1	1	3	1	1	1	1	1	1	1	2
ORTHOMCL2110	null	1	1	3	1	1	1	2	1	1	1	1
ORTHOMCL2118	null	1	1	3	1	1	1	1	1	1	1	2
ORTHOMCL2120	null	1	1	3	3	1	1	1	1	1	1	0
ORTHOMCL2142	null	1	1	1	1	2	1	1	1	2	2	1
ORTHOMCL2144	null	1	1	1	1	3	1	1	1	1	1	2
ORTHOMCL2146	null	1	1	2	2	1	1	1	1	1	1	2
ORTHOMCL2152	null	1	1	1	1	1	1	1	1	1	1	4
ORTHOMCL2158	null	1	1	1	1	1	2	1	2	1	1	2
ORTHOMCL2185	null	1	1	1	1	2	2	1	2	1	1	1
ORTHOMCL2187	null	1	1	1	1	4	1	1	1	1	1	1
ORTHOMCL2208	null	1	1	3	2	1	1	1	1	1	0	1
ORTHOMCL2218	null	2	1	2	1	1	1	1	1	1	1	1
ORTHOMCL2221	null	1	1	2	2	1	1	1	1	1	1	1
ORTHOMCL2224	null	1	1	2	1	1	1	2	1	1	1	1
ORTHOMCL2233	null	1	1	2	1	2	1	1	1	1	1	1
ORTHOMCL2235	null	1	1	2	1	1	1	2	1	1	1	1
ORTHOMCL2239	null	1	1	1	1	3	1	1	1	1	1	1
ORTHOMCL2261	null	1	1	1	1	1	1	3	1	1	1	1
ORTHOMCL2263	null	1	1	1	1	1	1	1	1	2	1	2
ORTHOMCL2279	null	1	1	1	1	3	1	1	1	1	1	1
ORTHOMCL2284	null	1	1	2	2	1	1	1	1	1	1	1
ORTHOMCL2285	null	1	1	1	1	1	1	1	1	1	1	3
ORTHOMCL2292	null	1	1	1	1	1	1	3	1	1	1	1
ORTHOMCL2300	null	1	1	1	2	2	1	1	1	1	1	1
ORTHOMCL2307	null	1	1	1	1	2	1	2	1	1	1	1
ORTHOMCL2310	null	3	1	1	1	1	1	1	1	1	1	1
ORTHOMCL2311	null	1	1	1	1	1	1	3	1	1	1	1
ORTHOMCL2318	null	1	1	1	2	1	1	1	1	1	1	2
ORTHOMCL2321	null	1	1	1	1	1	1	2	1	1	1	2
ORTHOMCL2335	null	1	1	1	1	1	1	1	2	1	1	2
ORTHOMCL2342	null	1	1	2	1	1	2	1	1	1	1	1
ORTHOMCL2364	null	1	1	1	1	1	1	1	1	1	1	3
ORTHOMCL2368	null	1	1	1	3	1	1	1	1	1	1	1
ORTHOMCL2369	null	2	1	1	2	1	1	1	1	1	1	1
ORTHOMCL2374	null	2	1	1	1	2	1	1	1	1	1	1
ORTHOMCL2395	null	1	1	1	1	1	1	1	1	1	1	3
ORTHOMCL2397	null	1	2	2	1	1	1	1	1	1	1	1
ORTHOMCL2398	null	1	1	1	2	2	1	1	1	1	1	1
ORTHOMCL2410	null	2	1	1	1	1	1	1	1	1	1	2
ORTHOMCL2418	null	1	1	1	1	1	1	1	1	1	2	2
ORTHOMCL2421	null	1	1	1	1	2	1	1	1	1	1	2
ORTHOMCL2429	null	2	1	1	1	1	1	2	1	1	1	1
ORTHOMCL2433	null	1	1	2	2	1	1	1	1	1	1	1
ORTHOMCL2436	null	1	1	1	1	3	1	1	1	1	1	1
ORTHOMCL2442	null	2	1	1	1	1	1	1	2	1	1	1
ORTHOMCL2450	null	1	1	1	2	1	1	1	1	1	1	2
ORTHOMCL2458	null	1	1	2	2	1	1	1	1	1	1	1
ORTHOMCL2488	null	2	1	1	1	1	1	1	1	1	1	2
ORTHOMCL2494	null	1	1	1	1	2	1	1	1	1	1	2
ORTHOMCL2505	null	1	1	2	1	1	1	1	1	1	1	2
ORTHOMCL2525	null	1	1	1	1	1	1	1	1	1	1	3
ORTHOMCL2527	null	1	1	1	1	1	1	3	1	1	1	1
ORTHOMCL2540	null	1	1	2	2	0	1	1	1	1	1	2
ORTHOMCL2547	null	1	1	2	1	2	1	1	1	1	1	1
ORTHOMCL2554	null	1	1	1	2	1	1	1	1	1	1	2
ORTHOMCL2561	null	1	1	1	1	1	1	2	2	1	1	1
ORTHOMCL2569	null	1	1	2	1	1	1	1	1	1	1	2
ORTHOMCL2586	null	1	1	2	1	1	1	2	1	1	1	1
ORTHOMCL2598	null	1	1	1	2	1	1	1	2	1	1	1
ORTHOMCL2620	null	1	1	1	1	1	3	1	1	1	1	1
ORTHOMCL2623	null	1	1	1	1	1	1	1	1	1	1	3
ORTHOMCL2642	null	1	1	1	2	1	1	1	2	1	1	1
ORTHOMCL2646	null	1	1	1	1	1	1	1	1	1	2	2
ORTHOMCL2650	null	1	1	1	1	1	3	1	1	1	1	1
ORTHOMCL2654	null	1	1	1	1	1	1	1	1	2	1	2
ORTHOMCL2669	null	1	1	1	2	2	1	1	1	1	1	1
ORTHOMCL2670	null	1	1	1	1	2	1	2	1	1	1	1
ORTHOMCL2677	null	1	1	1	1	2	1	2	1	1	1	1
ORTHOMCL2680	null	2	1	1	1	1	1	1	1	1	2	1
ORTHOMCL2683	null	1	1	2	2	1	1	1	1	1	1	1
ORTHOMCL2692	null	2	1	1	1	1	1	1	1	2	1	1
ORTHOMCL2700	null	1	1	1	3	1	1	1	1	1	1	1
ORTHOMCL2701	null	1	1	1	1	1	2	2	1	1	1	1
ORTHOMCL2707	null	1	1	1	0	1	2	1	1	1	1	3
ORTHOMCL2708	null	2	1	1	1	1	1	2	1	1	1	1
ORTHOMCL2709	null	2	1	1	1	1	1	1	1	1	1	2
ORTHOMCL2716	null	1	1	1	1	2	1	1	1	2	1	1
ORTHOMCL2718	null	1	1	1	1	2	1	2	1	1	1	1
ORTHOMCL2727	null	1	1	1	1	2	1	1	1	1	1	2
ORTHOMCL2729	null	1	1	1	1	3	1	1	1	1	1	1
ORTHOMCL2735	null	2	1	1	1	1	1	1	1	1	1	2
ORTHOMCL2737	null	1	1	1	1	3	1	1	1	1	1	1
ORTHOMCL2747	null	1	1	1	1	1	1	3	1	1	1	1
ORTHOMCL2748	null	1	1	1	1	2	3	1	1	0	1	1
ORTHOMCL2750	null	1	1	2	2	1	1	1	1	1	1	1
ORTHOMCL2751	null	1	1	2	1	1	1	1	1	1	1	2
ORTHOMCL2753	null	1	1	1	1	1	1	1	1	1	1	3
ORTHOMCL2759	null	1	1	1	1	1	1	1	1	1	1	3
ORTHOMCL2766	null	1	1	2	2	1	1	1	1	1	1	1
ORTHOMCL2773	null	1	1	1	1	3	1	1	1	1	1	1
ORTHOMCL2780	null	1	1	1	2	2	1	1	1	1	1	1
ORTHOMCL2788	null	1	1	3	1	1	1	1	1	1	1	1
ORTHOMCL2789	null	1	1	1	1	1	1	1	1	1	2	2
ORTHOMCL2798	null	1	1	2	2	1	1	1	1	1	1	1
ORTHOMCL2806	null	1	1	1	1	2	1	1	1	1	1	2
ORTHOMCL2816	null	1	1	1	1	2	1	2	1	1	1	1
ORTHOMCL2825	null	1	1	2	2	1	1	1	1	1	1	1
ORTHOMCL2827	null	1	1	1	1	1	2	2	1	1	1	1
ORTHOMCL2843	null	1	1	1	2	2	1	1	1	1	1	1
ORTHOMCL2845	null	1	1	1	2	2	1	1	1	1	1	1
ORTHOMCL2850	null	1	1	2	2	1	1	1	1	1	1	1
ORTHOMCL2852	null	1	1	1	1	2	1	1	1	1	1	2
ORTHOMCL2855	null	1	1	2	2	1	1	1	1	1	1	1
ORTHOMCL2858	null	1	1	1	1	1	1	3	1	1	1	1
ORTHOMCL2866	null	1	1	1	1	1	1	1	2	1	1	2
ORTHOMCL2871	null	1	1	2	2	1	1	1	1	1	1	1
ORTHOMCL2885	null	1	1	1	1	1	3	1	1	1	1	1
ORTHOMCL2889	null	1	1	2	1	1	1	1	1	1	1	2
ORTHOMCL2890	null	1	1	1	1	1	2	2	1	1	1	1
